project_id,attendance,study_hours,previous_performance,task_completion,pending_tasks,missed_deadlines,milestone_completion,days_remaining,team_size,project_type,planned_tasks,completed_tasks,project_progress,delay_risk
PROJ-1648,78.0,3.9,78.2,14.3,24,4,11.4,6,2,Research,28,4,31.3,HIGH
PROJ-1649,94.8,16.5,69.7,60.0,2,0,63.3,30,5,Mobile,5,3,69.3,LOW
PROJ-1650,71.0,12.0,69.8,23.1,20,3,54.7,36,2,Research,26,6,63.8,MEDIUM
PROJ-1651,79.7,28.2,82.0,55.6,8,0,100.0,37,3,Research,18,10,,LOW
PROJ-1652,84.3,18.2,60.8,100.0,0,0,81.9,36,2,AI,18,18,52.4,LOW
PROJ-1653,85.2,21.6,78.3,72.7,3,1,69.8,50,4,IoT,11,8,61.6,LOW
PROJ-1654,90.1,19.8,74.4,60.0,2,0,92.2,65,5,Research,5,3,68.2,LOW
PROJ-1655,88.3,15.5,72.3,54.5,10,2,59.9,72,7,IoT,22,12,66.3,LOW
PROJ-1656,91.1,14.7,72.7,66.7,6,0,62.2,90,6,Web,18,12,66.7,LOW
PROJ-1657,75.5,26.1,79.2,75.0,4,0,53.1,16,1,Web,16,12,46.8,LOW
PROJ-1658,60.8,11.3,62.5,66.7,2,0,49.2,46,2,IoT,6,4,64.0,LOW
PROJ-1659,90.7,18.7,77.3,62.1,11,0,66.0,37,3,Research,29,18,57.1,LOW
PROJ-1660,64.4,8.5,57.9,34.5,19,2,0.0,1,1,Research,29,10,26.4,HIGH
PROJ-1661,42.8,16.8,44.2,50.0,8,9,52.1,11,4,AI,16,8,20.1,HIGH
PROJ-1662,83.2,24.5,80.8,64.7,6,0,77.5,15,5,Mobile,17,11,68.4,LOW
PROJ-1663,70.1,11.9,75.2,38.1,13,2,46.8,41,1,IoT,21,8,40.5,MEDIUM
PROJ-1664,60.7,20.4,,38.5,8,6,,27,5,AI,13,5,19.7,MEDIUM
PROJ-1665,62.5,14.1,66.5,54.5,5,1,63.6,43,3,Mobile,11,6,57.9,MEDIUM
PROJ-1666,51.0,16.9,56.4,63.6,4,5,44.9,12,1,Research,11,7,61.3,MEDIUM
PROJ-1667,86.0,7.7,53.7,55.6,4,3,29.4,54,6,Web,9,5,55.1,MEDIUM
PROJ-1668,94.1,27.2,63.2,62.5,3,2,65.1,22,6,Mobile,8,5,99.5,LOW
PROJ-1669,44.9,11.8,46.2,31.8,15,0,44.1,1,2,Mobile,22,7,55.0,HIGH
PROJ-1670,82.2,12.1,26.8,27.8,13,1,39.3,7,1,Web,18,5,34.6,HIGH
PROJ-1671,93.9,29.9,58.3,100.0,0,2,69.2,49,4,Research,12,12,87.5,LOW
PROJ-1672,51.7,4.3,59.3,60.0,2,5,25.6,31,1,IoT,5,3,53.6,HIGH
PROJ-1673,57.9,7.6,40.8,47.4,10,1,45.4,4,5,Research,19,9,20.7,HIGH
PROJ-1674,72.2,5.7,57.6,34.6,17,5,51.4,27,1,IoT,26,9,32.8,HIGH
PROJ-1675,70.6,8.3,43.6,62.5,3,2,72.6,23,6,Mobile,8,5,44.5,MEDIUM
PROJ-1676,74.8,30.0,84.9,80.0,1,0,97.3,39,3,Mobile,5,4,73.0,LOW
PROJ-1677,87.5,17.7,69.5,70.6,5,0,65.9,52,2,IoT,17,12,65.9,LOW
PROJ-1678,91.5,11.1,83.6,55.6,8,2,63.9,48,7,AI,18,10,49.6,MEDIUM
PROJ-1679,94.6,14.1,77.8,33.3,4,1,59.1,1,4,Web,6,2,43.4,MEDIUM
PROJ-1680,51.8,13.2,69.0,27.3,8,4,18.6,50,1,AI,11,3,28.3,HIGH
PROJ-1681,59.0,1.0,64.1,37.5,5,0,16.2,29,3,Web,8,3,35.3,HIGH
PROJ-1682,84.6,10.5,81.0,54.5,5,0,84.2,42,4,IoT,11,6,61.7,LOW
PROJ-1683,70.6,18.2,56.4,38.5,16,4,27.8,25,7,Web,26,10,31.0,HIGH
PROJ-1684,63.5,7.0,41.4,59.1,9,3,36.2,33,7,AI,22,13,28.4,MEDIUM
PROJ-1685,83.7,7.6,52.5,11.8,15,4,51.4,43,3,AI,17,2,25.9,HIGH
PROJ-1686,85.3,29.7,75.2,57.1,12,1,58.8,56,5,AI,28,16,88.2,LOW
PROJ-1687,82.9,16.3,86.7,66.7,2,2,49.6,77,5,Research,6,4,56.2,LOW
PROJ-1688,81.6,18.3,88.2,70.0,3,3,44.6,64,3,AI,10,7,65.1,LOW
PROJ-1689,83.0,28.5,83.0,57.1,6,2,69.1,37,5,AI,14,8,84.2,LOW
PROJ-1690,60.0,5.6,36.9,13.0,20,3,42.6,15,1,AI,23,3,38.3,HIGH
PROJ-1691,92.8,25.2,79.3,63.6,8,0,60.4,70,1,IoT,22,14,54.4,LOW
PROJ-1692,75.2,15.2,81.5,22.2,14,4,41.7,40,1,Mobile,18,4,25.4,MEDIUM
PROJ-1693,89.3,17.1,46.7,54.2,11,1,76.7,24,3,Web,24,13,40.7,MEDIUM
PROJ-1694,55.8,2.7,30.3,33.3,4,2,26.5,1,3,Mobile,6,2,9.1,HIGH
PROJ-1695,53.5,9.8,46.0,17.4,19,4,35.4,23,3,AI,23,4,39.5,HIGH
PROJ-1696,47.3,1.0,64.9,8.7,21,2,35.8,25,3,AI,23,2,,HIGH
PROJ-1697,76.1,24.6,52.9,41.2,10,2,40.6,10,2,Research,17,7,69.3,MEDIUM
PROJ-1698,68.3,23.3,73.1,79.3,6,3,44.2,39,1,Research,29,23,58.9,MEDIUM
PROJ-1699,72.9,20.5,45.1,69.0,9,0,49.6,72,7,IoT,29,20,65.5,LOW
PROJ-1700,59.2,21.3,83.3,62.5,3,2,46.5,38,7,AI,8,5,44.8,MEDIUM
PROJ-1701,92.5,9.2,74.5,52.6,9,1,66.2,29,2,Mobile,19,10,72.4,MEDIUM
PROJ-1702,49.6,8.8,73.2,35.0,13,7,15.4,1,3,IoT,20,7,47.1,HIGH
PROJ-1703,78.9,23.9,75.5,82.8,5,0,75.2,90,6,IoT,29,24,88.4,LOW
PROJ-1704,87.9,21.0,68.0,46.2,7,1,81.5,26,1,IoT,13,6,66.1,LOW
PROJ-1705,69.4,26.4,88.9,60.0,6,0,,14,2,Web,15,9,26.1,MEDIUM
PROJ-1706,83.8,18.0,72.3,58.3,10,1,70.6,71,3,Web,24,14,63.1,LOW
PROJ-1707,86.2,18.6,63.7,84.2,3,2,94.8,50,7,Web,19,16,67.1,LOW
PROJ-1708,56.4,4.9,58.7,40.0,12,3,68.2,13,1,IoT,20,8,41.3,HIGH
PROJ-1709,50.4,6.7,51.7,22.2,7,2,50.1,29,5,Web,9,2,17.1,HIGH
PROJ-1710,64.8,15.6,90.7,30.8,9,2,39.7,20,3,Research,13,4,26.9,HIGH
PROJ-1711,72.1,21.8,68.2,96.6,1,1,65.9,39,6,AI,29,28,80.3,LOW
PROJ-1712,59.3,5.2,24.5,36.4,7,5,27.9,26,5,Web,11,4,40.1,HIGH
PROJ-1713,47.6,17.9,42.2,50.0,9,2,35.5,29,5,Research,18,9,29.2,HIGH
PROJ-1714,58.8,8.3,36.3,22.2,21,1,6.1,48,6,IoT,27,6,27.4,HIGH
PROJ-1715,74.4,16.4,55.3,70.0,3,5,54.1,7,7,Mobile,10,7,34.9,MEDIUM
PROJ-1716,61.3,21.0,86.7,78.3,5,1,43.8,63,5,Web,23,18,58.9,LOW
PROJ-1717,76.4,23.5,57.5,44.0,14,3,44.8,43,4,Research,25,11,54.5,MEDIUM
PROJ-1718,50.1,12.8,59.1,32.1,19,6,58.4,13,6,IoT,28,9,24.0,HIGH
PROJ-1719,66.8,14.8,87.4,83.3,2,0,44.1,57,5,IoT,12,10,53.7,LOW
PROJ-1720,81.5,3.6,53.7,31.2,11,6,37.8,17,1,IoT,16,5,14.1,HIGH
PROJ-1721,81.6,3.9,50.2,48.0,13,2,50.6,1,1,Web,25,12,38.4,MEDIUM
PROJ-1722,58.6,10.9,38.7,25.0,9,7,31.4,5,2,Mobile,12,3,49.8,HIGH
PROJ-1723,87.6,18.3,52.0,78.6,3,1,74.0,56,1,Mobile,14,11,50.3,LOW
PROJ-1724,43.7,6.4,73.3,42.1,11,4,12.1,16,7,AI,19,8,51.5,HIGH
PROJ-1725,88.7,20.0,42.4,46.4,15,4,76.0,38,3,Mobile,28,13,38.1,MEDIUM
PROJ-1726,96.8,22.7,65.1,57.1,3,1,52.2,44,3,Research,7,4,61.3,LOW
PROJ-1727,80.5,21.3,66.2,60.0,2,1,67.0,45,4,Mobile,5,3,58.3,LOW
PROJ-1728,58.3,9.8,63.4,23.8,16,6,34.6,1,3,Research,21,5,36.3,HIGH
PROJ-1729,77.8,16.7,85.1,52.9,8,6,58.9,67,6,Research,17,9,56.8,MEDIUM
PROJ-1730,67.4,14.3,36.7,48.1,14,5,45.1,17,3,Research,27,13,59.0,HIGH
PROJ-1731,78.2,18.8,61.0,65.5,10,4,33.6,61,1,IoT,29,19,33.5,MEDIUM
PROJ-1732,48.9,8.5,66.6,33.3,8,6,35.8,26,5,AI,12,4,51.5,HIGH
PROJ-1733,71.9,1.9,67.5,78.6,6,2,65.5,55,1,AI,28,22,82.4,LOW
PROJ-1734,57.0,10.9,54.6,35.7,9,6,36.6,33,4,Research,14,5,10.8,HIGH
PROJ-1735,43.2,7.2,48.6,33.3,4,2,19.8,13,3,Mobile,6,2,36.2,HIGH
PROJ-1736,66.6,9.2,63.2,63.6,4,4,63.8,54,2,AI,11,7,,MEDIUM
PROJ-1737,57.0,15.5,47.5,26.1,17,4,68.8,37,7,Web,23,6,66.0,MEDIUM
PROJ-1738,80.7,,53.3,37.5,10,5,55.2,63,3,AI,16,6,69.8,MEDIUM
PROJ-1739,92.2,17.8,83.1,73.7,5,0,69.8,24,5,AI,19,14,59.8,LOW
PROJ-1740,73.8,21.3,62.7,57.1,6,0,76.2,35,5,Mobile,14,8,53.6,LOW
PROJ-1741,91.0,20.9,73.6,76.9,6,0,52.1,61,7,Research,26,20,33.8,LOW
PROJ-1742,73.7,11.6,50.0,33.3,4,3,48.4,19,3,Web,6,2,12.9,HIGH
PROJ-1743,55.1,16.6,62.1,57.1,6,3,58.4,35,2,AI,14,8,40.9,MEDIUM
PROJ-1744,89.1,8.7,32.8,27.8,13,6,29.2,1,7,Web,18,5,25.2,HIGH
PROJ-1745,85.9,20.9,74.6,100.0,0,0,91.2,72,1,Mobile,7,7,,LOW
PROJ-1746,80.7,21.5,90.1,75.0,2,2,78.3,52,1,Web,8,6,58.2,LOW
PROJ-1747,41.7,3.2,60.4,40.0,3,3,27.1,23,6,IoT,5,2,70.0,MEDIUM
PROJ-1748,,11.4,49.0,30.8,18,2,49.4,45,5,AI,26,8,28.9,MEDIUM
PROJ-1749,,8.5,53.2,56.5,10,3,41.6,3,6,Research,23,13,39.6,HIGH
PROJ-1750,75.3,18.9,88.8,87.5,1,1,94.1,38,3,IoT,8,7,75.4,LOW
PROJ-1751,63.9,10.0,70.0,0.0,22,6,25.1,16,5,Mobile,22,0,12.7,HIGH
PROJ-1752,82.5,22.1,79.7,28.6,10,3,42.6,32,5,AI,14,4,43.0,HIGH
PROJ-1753,100.0,34.5,70.2,66.7,4,0,100.0,12,5,Mobile,12,8,47.8,LOW
PROJ-1754,67.3,13.5,76.8,55.6,8,2,20.8,17,2,Mobile,18,10,16.7,HIGH
PROJ-1755,97.8,24.0,83.2,50.0,5,0,40.6,47,1,IoT,10,5,74.4,LOW
PROJ-1756,67.5,21.2,84.1,92.3,1,2,75.9,33,5,Research,13,12,50.4,LOW
PROJ-1757,77.3,15.2,66.5,75.0,2,1,74.6,70,1,AI,8,6,52.5,LOW
PROJ-1758,81.4,11.2,71.3,83.3,1,1,87.3,53,6,AI,6,5,,LOW
PROJ-1759,87.6,11.6,79.3,42.9,4,0,75.4,72,7,AI,7,3,67.2,LOW
PROJ-1760,91.4,17.5,70.3,73.3,4,1,74.7,21,6,AI,15,11,70.1,LOW
PROJ-1761,100.0,10.7,58.4,16.7,5,3,32.0,40,2,IoT,6,1,,MEDIUM
PROJ-1762,58.8,5.7,75.6,21.7,18,6,21.5,44,7,AI,23,5,41.6,HIGH
PROJ-1763,87.1,8.7,63.5,28.6,5,0,59.0,73,2,Mobile,7,2,20.3,MEDIUM
PROJ-1764,74.3,14.5,57.6,33.3,6,3,75.6,18,2,Mobile,9,3,44.5,MEDIUM
PROJ-1765,53.4,10.2,71.6,26.1,17,3,26.0,18,4,Research,23,6,39.8,HIGH
PROJ-1766,46.7,4.6,53.3,33.3,14,1,12.5,27,7,Research,21,7,30.5,HIGH
PROJ-1767,80.3,20.7,64.1,35.7,18,3,69.6,48,3,Mobile,28,10,29.2,MEDIUM
PROJ-1768,85.1,10.4,77.2,33.3,4,5,55.1,27,2,Web,6,2,54.2,MEDIUM
PROJ-1769,91.2,11.0,42.3,36.0,16,7,,7,5,Mobile,25,9,14.5,HIGH
PROJ-1770,82.1,1.1,50.6,25.0,15,4,53.4,50,7,IoT,20,5,47.2,MEDIUM
PROJ-1771,78.6,8.6,70.5,52.2,11,3,0.0,9,3,Research,23,12,20.0,HIGH
PROJ-1772,48.9,15.5,43.9,14.3,18,1,56.6,25,3,Research,21,3,0.0,HIGH
PROJ-1773,61.2,9.8,86.6,33.3,14,3,48.1,35,1,IoT,21,7,81.1,MEDIUM
PROJ-1774,83.7,19.5,90.1,83.3,3,2,88.9,53,2,Mobile,18,15,64.7,LOW
PROJ-1775,74.2,14.0,67.7,85.2,4,0,98.6,45,2,Mobile,27,23,79.6,LOW
PROJ-1776,46.1,9.6,45.1,14.3,6,3,63.5,55,1,Mobile,7,1,,HIGH
PROJ-1777,75.1,22.2,50.8,83.3,1,1,77.9,30,4,IoT,6,5,79.3,LOW
PROJ-1778,74.7,15.8,53.5,35.7,18,2,43.0,9,4,Research,28,10,49.8,MEDIUM
PROJ-1779,95.2,7.2,75.2,78.6,6,2,79.1,53,1,Mobile,28,22,83.4,LOW
PROJ-1780,54.8,11.3,74.3,33.3,4,1,40.5,60,5,IoT,6,2,75.1,MEDIUM
PROJ-1781,76.0,13.8,39.5,74.1,7,2,53.6,66,3,Research,27,20,23.3,MEDIUM
PROJ-1782,86.2,18.9,52.6,33.3,4,2,63.3,53,3,AI,6,2,47.7,MEDIUM
PROJ-1783,48.6,,33.1,0.0,16,7,45.4,22,3,Mobile,16,0,20.5,HIGH
PROJ-1784,77.2,18.0,47.5,36.4,7,2,43.3,35,7,Web,11,4,43.3,MEDIUM
PROJ-1785,49.8,11.7,59.9,42.9,4,2,31.7,37,5,Web,7,3,67.4,MEDIUM
PROJ-1786,85.2,9.8,77.0,90.0,1,0,78.7,39,5,IoT,10,9,52.7,LOW
PROJ-1787,69.8,22.7,65.1,65.4,9,1,84.7,74,5,Research,26,17,71.5,LOW
PROJ-1788,84.0,26.7,75.9,66.7,9,1,83.0,54,3,Research,27,18,80.0,LOW
PROJ-1789,55.6,22.1,61.6,50.0,6,1,38.2,7,7,Research,12,6,58.8,MEDIUM
PROJ-1790,56.4,1.0,68.0,53.8,12,3,52.6,24,6,Web,26,14,72.9,MEDIUM
PROJ-1791,62.7,18.7,36.9,26.3,14,2,53.5,37,3,IoT,19,5,19.1,HIGH
PROJ-1792,80.3,17.5,83.0,50.0,3,0,80.7,78,5,AI,6,3,48.5,LOW
PROJ-1793,100.0,19.7,53.3,35.7,9,2,47.1,25,4,Web,14,5,56.2,MEDIUM
PROJ-1794,88.9,13.6,,100.0,0,0,83.3,45,4,Web,29,29,91.3,LOW
PROJ-1795,81.9,13.2,73.4,80.0,3,2,32.1,16,6,AI,15,12,36.7,MEDIUM
PROJ-1796,73.3,,57.7,50.0,12,1,23.4,38,6,Web,24,12,45.8,MEDIUM
PROJ-1797,79.8,20.2,76.0,72.7,6,2,44.6,31,5,AI,22,16,100.0,LOW
PROJ-1798,98.8,16.4,81.3,50.0,14,1,99.8,44,5,Mobile,28,14,81.9,LOW
PROJ-1799,45.6,8.4,32.8,20.8,19,3,15.7,22,7,Mobile,24,5,25.4,HIGH
PROJ-1800,81.4,9.2,55.0,44.4,5,2,43.0,32,7,Mobile,9,4,63.2,MEDIUM
PROJ-1801,83.5,20.4,78.5,60.0,2,0,80.1,66,2,Mobile,5,3,62.7,LOW
PROJ-1802,50.2,10.9,53.9,54.5,5,5,37.2,85,2,Mobile,11,6,35.5,MEDIUM
PROJ-1803,93.8,4.6,70.2,81.0,4,0,82.2,58,4,Mobile,21,17,80.0,LOW
PROJ-1804,56.9,14.1,49.2,34.8,15,2,19.4,14,5,AI,23,8,13.4,HIGH
PROJ-1805,93.1,19.4,72.4,68.8,5,0,55.2,25,5,Research,16,11,49.3,LOW
PROJ-1806,74.9,38.8,50.0,75.0,2,1,53.1,13,2,AI,8,6,63.4,LOW
PROJ-1807,75.1,26.4,71.2,90.9,2,0,87.8,28,5,Mobile,22,20,62.4,LOW
PROJ-1808,65.6,22.1,63.8,16.7,5,2,42.4,1,3,AI,6,1,26.6,MEDIUM
PROJ-1809,85.4,17.0,78.8,69.2,4,2,87.6,52,1,IoT,13,9,57.1,LOW
PROJ-1810,65.9,9.8,,35.3,11,2,64.7,19,3,Web,17,6,21.4,MEDIUM
PROJ-1811,96.1,10.7,50.6,25.0,12,5,51.7,35,2,AI,16,4,35.8,HIGH
PROJ-1812,67.0,21.3,41.9,30.0,14,5,48.8,18,2,AI,20,6,42.7,MEDIUM
PROJ-1813,59.0,10.5,69.0,31.6,13,1,36.1,31,3,Research,19,6,28.6,MEDIUM
PROJ-1814,53.1,11.6,14.6,30.0,7,1,49.5,14,5,Web,10,3,39.1,HIGH
PROJ-1815,79.9,9.4,66.9,0.0,20,4,26.7,24,5,AI,20,0,48.0,HIGH
PROJ-1816,57.6,18.3,39.0,40.9,13,1,57.0,53,3,Mobile,22,9,43.8,MEDIUM
PROJ-1817,34.1,1.9,53.9,0.0,25,6,29.2,46,7,AI,25,0,3.1,HIGH
PROJ-1818,90.8,27.0,78.7,62.5,6,1,48.9,45,3,IoT,16,10,41.8,LOW
PROJ-1819,61.2,14.4,84.0,52.0,12,1,57.3,39,2,Research,25,13,48.7,MEDIUM
PROJ-1820,71.5,15.8,81.1,83.3,1,1,93.9,90,5,AI,6,5,73.1,LOW
PROJ-1821,76.6,13.3,93.7,68.4,6,1,70.0,26,6,Mobile,19,13,58.6,LOW
PROJ-1822,51.1,25.0,47.0,75.0,4,3,72.3,1,2,Mobile,16,12,62.6,MEDIUM
PROJ-1823,74.3,21.9,94.9,30.0,7,3,70.8,40,4,Mobile,10,3,58.0,MEDIUM
PROJ-1824,100.0,20.9,70.0,88.9,2,0,82.5,49,6,Web,18,16,81.4,LOW
PROJ-1825,55.6,6.1,55.3,10.0,18,6,51.3,7,6,Research,20,2,15.5,HIGH
PROJ-1826,60.5,34.5,69.2,100.0,0,0,78.5,52,6,Mobile,28,28,55.6,LOW
PROJ-1827,71.4,10.1,57.8,85.7,2,1,60.2,57,2,Web,14,12,80.6,LOW
PROJ-1828,58.2,6.0,74.9,0.0,21,5,6.1,44,5,AI,21,0,18.0,HIGH
PROJ-1829,70.0,18.4,54.1,66.7,9,2,48.4,51,4,Web,27,18,57.8,MEDIUM
PROJ-1830,52.5,11.1,48.3,30.8,9,1,42.2,51,1,IoT,13,4,38.9,MEDIUM
PROJ-1831,87.7,21.0,82.1,55.6,12,4,,35,1,IoT,27,15,52.5,LOW
PROJ-1832,62.3,7.9,72.8,33.3,4,2,63.9,41,2,IoT,6,2,31.3,MEDIUM
PROJ-1833,57.2,8.8,35.9,0.0,26,3,34.3,24,7,Web,26,0,22.9,HIGH
PROJ-1834,100.0,27.3,62.8,85.0,3,2,59.6,31,6,Mobile,20,17,77.4,LOW
PROJ-1835,72.7,21.7,51.6,83.3,1,3,62.5,40,4,AI,6,5,62.5,MEDIUM
PROJ-1836,73.1,11.4,69.4,62.5,9,4,21.6,11,3,IoT,24,15,23.9,HIGH
PROJ-1837,81.6,19.5,84.4,53.6,13,1,47.1,69,5,Mobile,28,15,53.9,MEDIUM
PROJ-1838,58.8,,64.2,57.1,3,2,32.0,1,7,Mobile,7,4,39.7,MEDIUM
PROJ-1839,77.1,25.8,35.5,37.5,5,3,46.7,13,4,AI,8,3,28.0,MEDIUM
PROJ-1840,75.7,18.1,60.3,40.7,16,3,44.8,76,2,IoT,27,11,55.3,MEDIUM
PROJ-1841,81.0,11.8,67.9,60.0,2,0,64.4,48,3,AI,5,3,61.5,MEDIUM
PROJ-1842,70.8,19.0,80.0,40.0,3,1,69.8,30,3,IoT,5,2,93.7,LOW
PROJ-1843,75.0,10.3,82.9,22.2,7,2,31.0,5,6,Web,9,2,47.7,MEDIUM
PROJ-1844,56.4,3.9,42.4,35.0,13,7,28.0,14,3,Mobile,20,7,20.1,HIGH
PROJ-1845,73.2,12.7,66.8,50.0,10,3,53.9,29,7,IoT,20,10,57.0,MEDIUM
PROJ-1846,72.3,14.4,66.3,65.4,9,1,69.3,31,2,Mobile,26,17,53.2,MEDIUM
PROJ-1847,44.9,8.9,,40.7,16,3,28.4,32,1,Research,27,11,53.9,HIGH
PROJ-1848,90.8,6.9,59.3,12.5,7,5,61.7,9,1,Research,8,1,21.2,HIGH
PROJ-1849,72.5,3.9,38.8,12.5,7,4,52.9,47,3,Mobile,8,1,25.6,HIGH
PROJ-1850,70.2,13.5,45.6,16.7,5,5,32.1,44,7,AI,6,1,16.1,HIGH
PROJ-1851,53.4,5.8,56.9,22.2,7,4,33.0,31,1,Research,9,2,53.5,HIGH
PROJ-1852,62.0,5.2,18.4,43.8,9,3,22.3,12,7,AI,16,7,15.6,HIGH
PROJ-1853,51.2,7.8,52.2,4.8,20,4,20.7,20,7,Research,21,1,42.9,HIGH
PROJ-1854,65.1,7.5,,41.7,7,5,58.3,14,3,IoT,12,5,38.4,HIGH
PROJ-1855,81.9,3.9,44.7,30.4,16,7,44.9,5,2,Web,23,7,31.2,HIGH
PROJ-1856,40.3,12.6,69.3,3.6,27,5,20.7,49,7,AI,28,1,7.4,HIGH
PROJ-1857,70.2,22.6,72.6,64.3,10,1,69.0,71,4,IoT,28,18,71.4,LOW
PROJ-1858,67.1,13.2,59.4,34.8,15,1,54.6,21,1,AI,23,8,31.7,HIGH
PROJ-1859,61.5,15.7,61.0,50.0,11,1,69.7,29,3,IoT,22,11,52.5,MEDIUM
PROJ-1860,81.7,30.5,60.8,92.3,2,1,100.0,47,5,Mobile,26,24,77.7,LOW
PROJ-1861,67.7,7.3,53.0,55.0,9,2,69.2,36,2,Mobile,20,11,63.1,MEDIUM
PROJ-1862,70.0,19.4,58.7,66.7,3,2,28.4,32,1,Research,9,6,54.6,MEDIUM
PROJ-1863,65.1,14.4,60.9,80.0,3,0,69.4,60,4,Mobile,15,12,43.6,LOW
PROJ-1864,59.0,1.0,58.4,17.2,24,3,48.6,25,2,Mobile,29,5,41.3,HIGH
PROJ-1865,80.8,11.2,58.9,75.0,4,1,100.0,47,7,IoT,16,12,58.4,LOW
PROJ-1866,63.8,7.1,78.2,58.3,10,10,21.5,1,3,AI,24,14,13.3,HIGH
PROJ-1867,78.7,18.6,65.1,47.6,11,3,51.3,73,1,Research,21,10,29.8,MEDIUM
PROJ-1868,78.6,15.7,75.5,55.6,4,0,87.7,47,1,Mobile,9,5,77.3,LOW
PROJ-1869,69.3,1.0,19.7,41.7,7,8,51.8,17,7,AI,12,5,41.7,HIGH
PROJ-1870,71.5,21.3,76.6,35.3,11,3,71.1,54,2,Mobile,17,6,49.8,MEDIUM
PROJ-1871,72.8,13.7,69.3,90.0,2,1,73.5,42,2,Research,20,18,66.6,LOW
PROJ-1872,55.9,8.9,67.3,35.0,13,2,40.8,24,7,Mobile,20,7,76.2,MEDIUM
PROJ-1873,52.0,21.3,63.7,43.8,9,2,33.3,76,2,IoT,16,7,28.5,MEDIUM
PROJ-1874,53.8,4.4,42.2,47.1,9,2,0.0,40,2,Research,17,8,29.9,HIGH
PROJ-1875,80.3,11.7,56.1,0.0,21,2,29.9,51,4,IoT,21,0,48.8,MEDIUM
PROJ-1876,32.3,18.0,21.6,26.3,14,2,22.3,16,2,AI,19,5,,HIGH
PROJ-1877,72.1,13.1,40.7,38.5,8,2,44.7,37,4,Web,13,5,79.7,MEDIUM
PROJ-1878,84.9,10.9,60.2,38.5,8,6,31.6,39,2,IoT,13,5,20.3,HIGH
PROJ-1879,55.8,,54.6,0.0,25,5,37.5,10,7,AI,25,0,26.7,HIGH
PROJ-1880,86.5,27.4,65.2,38.5,8,1,73.9,79,5,IoT,13,5,74.8,LOW
PROJ-1881,52.7,11.3,47.4,29.6,19,4,30.3,11,4,Research,27,8,20.2,HIGH
PROJ-1882,87.0,22.1,80.9,42.9,12,1,87.0,65,4,Mobile,21,9,60.1,LOW
PROJ-1883,84.0,14.8,60.6,82.1,5,0,81.4,55,4,Research,28,23,,LOW
PROJ-1884,61.6,11.5,,14.3,12,4,15.2,11,1,AI,14,2,27.4,HIGH
PROJ-1885,72.0,6.7,54.0,28.6,5,3,24.0,28,7,IoT,7,2,44.6,HIGH
PROJ-1886,76.5,16.7,57.0,63.6,4,1,82.3,50,5,AI,11,7,59.8,LOW
PROJ-1887,45.2,2.1,21.5,48.0,13,4,16.3,23,2,Mobile,25,12,25.6,HIGH
PROJ-1888,61.9,7.0,28.0,18.2,9,0,9.9,1,3,Mobile,11,2,11.3,HIGH
PROJ-1889,60.9,7.3,69.6,52.9,8,7,0.0,30,4,Mobile,17,9,48.4,HIGH
PROJ-1890,76.1,11.8,49.2,25.0,21,4,37.1,10,5,IoT,28,7,24.9,MEDIUM
PROJ-1891,67.4,15.5,73.1,50.0,3,4,31.2,42,4,Research,6,3,61.8,MEDIUM
PROJ-1892,64.9,24.0,73.0,88.5,3,2,64.1,45,7,Web,26,23,61.8,LOW
PROJ-1893,80.8,7.8,64.9,10.0,18,2,,22,1,Mobile,20,2,20.7,HIGH
PROJ-1894,78.4,21.5,68.0,80.0,5,3,86.6,1,3,Research,25,20,45.9,LOW
PROJ-1895,88.5,19.0,52.5,58.3,5,5,81.9,1,5,IoT,12,7,53.4,MEDIUM
PROJ-1896,86.2,16.5,55.8,18.2,9,4,66.4,5,5,AI,11,2,31.4,MEDIUM
PROJ-1897,82.8,18.6,78.9,62.1,11,2,90.7,64,1,IoT,29,18,40.2,LOW
PROJ-1898,71.6,12.1,66.7,62.5,6,3,52.5,2,7,Web,16,10,64.7,MEDIUM
PROJ-1899,66.5,12.7,42.8,51.7,14,2,73.9,43,2,IoT,29,15,65.6,MEDIUM
PROJ-1900,73.2,23.8,84.5,46.2,14,0,69.8,43,5,IoT,26,12,59.6,LOW
PROJ-1901,61.7,8.9,37.6,23.1,10,7,8.9,1,4,AI,13,3,36.5,HIGH
PROJ-1902,84.7,20.5,97.3,84.6,2,0,79.3,33,4,IoT,13,11,56.6,LOW
PROJ-1903,84.9,25.3,62.9,65.0,7,1,69.8,41,6,Mobile,20,13,74.0,LOW
PROJ-1904,38.5,7.2,41.0,6.2,15,1,25.0,3,7,Research,16,1,19.1,HIGH
PROJ-1905,78.6,12.2,68.9,42.9,8,2,32.3,23,3,Web,14,6,40.3,MEDIUM
PROJ-1906,65.2,12.4,33.0,25.0,9,4,33.3,9,2,Research,12,3,7.3,HIGH
PROJ-1907,76.0,23.6,71.1,84.6,4,2,76.9,71,6,Mobile,26,22,78.8,LOW
PROJ-1908,43.5,6.1,34.7,56.2,7,5,77.4,90,7,IoT,16,9,33.2,MEDIUM
PROJ-1909,68.9,3.0,65.7,40.0,3,5,44.3,1,2,Mobile,5,2,7.2,HIGH
PROJ-1910,57.4,,22.9,73.7,5,2,35.1,18,1,IoT,19,14,32.3,HIGH
PROJ-1911,52.4,7.1,51.3,24.1,22,6,14.2,25,1,Mobile,29,7,20.3,HIGH
